Name	Set	ImageFile	Cost	Element	Power	FirstCategory	SecondCategory	Type	Job	Effect	
Coeurl	Opus_XIII	3-019C_eg.jpg	1	ICE	7000	F	null	Monster	Coeurl	"When Coeurl enters the field, choose 1 Forward opponent controls. Dull it or Freeze it.[[br]]   [[i]]Damage 3 --[[/]] Coeurl also becomes a Forward with 7000 power."
Kurasame	Opus_XIII	3-020C_eg.jpg	2	ICE	0	T	null	Backup	Instructor	{TAP}: Choose 1 [[i]]Category TYPE-0[[/]] Forward you control. It gains +1000 power until the end of the turn.
Shiva	Opus_XIII	3-021R_eg.jpg	5	ICE	0	T	null	Summon		"If you have received 5 points of damage or more, the cost required to cast Shiva is reduced by 3.[[ex]][[br]]   EX BURST[[/]] Choose up to 2 Forwards opponent controls. Dull them and Freeze them."
Cid Randell	Opus_XIII	3-022H_eg.jpg	4	ICE	6000	F	null	Forward	Judgemaster	"If you control a [[i]]Card Name Remedi[[/]], Cid Randell gains +2000 power.[[br]]   Opposing Forwards entering the field will not trigger any auto-abilities (this applies to their own abilities and abilities triggered by your opponent's Forward entering their field)."
Charlotte	Opus_XIII	3-023R_eg.jpg	2	ICE	5000	F	null	Forward	Knight	"Summons and abilities of your opponent must choose Charlotte if possible.[[br]]   [[i]]Damage 3 --[[/]] Charlotte gains +2000 power and ""The damage dealt to Charlotte is reduced by 2000 instead."""
Squall	Opus_XIII	3-024R_eg.jpg	2	ICE	0	D	VIII	Backup	SeeD Candidate	"{TAP}, put Squall into the Break Zone: Your opponent discards 1 card from their hand. You can only use this ability during your turn and if you control 3 or more [[i]]Category VIII[[/]] Characters."
Onion Knight (FFT)	Opus_XIII	3-025C_eg.jpg	2	ICE	5000	F	null	Forward	Standard Unit	[[i]]Damage 5 --[[/]] Onion Knight (FFT) gains +4000 power and Brave.
Tellah	Opus_XIII	3-026C_eg.jpg	4	ICE	0	P	IV	Backup	Sage	"[[ex]]EX BURST[[/]] When Tellah enters the field, choose 1 Summon in your Break Zone. Add it to your hand.[[br]]   {TAP}, discard 1 Summon, put Tellah into the Break Zone: Choose 1 dull Forward. Deal it 3000 damage for each CP required to cast the discarded Summon."
Time Mage	Opus_XIII	3-027C_eg.jpg	3	ICE	0	F	null	Backup	Standard Unit	"When Time Mage enters the field, turn over one card at a time from the top of your deck until a Fire or Water card is revealed. Add it to your hand. Then, shuffle the other cards revealed and return them to the bottom of your deck."
Physalis	Opus_XIII	3-028L_eg.jpg	5	ICE	9000	F	null	Forward	Member of the Orders	"When Physalis enters the field or attacks, if your opponent has 3 cards or less in their hand, select 1 of the 2 following actions. If your opponent has no cards in their hand, select up to 2 of the 2 following actions instead. ""Choose 1 Character. Dull it and Freeze it."" ""Draw 1 card.""[[br]]   [[s]]Premium Physalis Bullet [[/]]{S}{ICE}{ICE}: Choose 1 Forward. Deal it 10000 damage. That Forward's controller discards 1 card from their hand."
Counterfeit Wraith	Opus_XIII	3-029C_eg.jpg	4	ICE	5000	D	null	Forward	Manikin	"When Counterfeit Wraith enters the field, if you control 3 or more [[i]]Job Manikin[[/]], your opponent selects 1 Forward they control. Put it into the Break Zone."
Yuke	Opus_XIII	3-030C_eg.jpg	4	ICE	7000	F	null	Forward	Standard Unit	"When Yuke enters the field, choose 1 Forward of cost 5 or more. If the cost paid to cast Yuke included Wind CP, break it.[[br]]   When Yuke enters the field, if the cost paid to cast Yuke included Water CP, draw 1 card."
Laguna	Opus_XIII	3-031R_eg.jpg	5	ICE	9000	D	VIII	Forward	Marksman	"If you control a [[i]]Card Name Squall[[/]], Laguna gains +1000 power and ""When Laguna attacks, choose up to 2 Characters. Dull them and Freeze them.""[[br]]   When Laguna enters the field, choose 1 Character. Dull it and Freeze it."
Rinoa	Opus_XIII	3-032H_eg.jpg	4	ICE	8000	D	VIII	Forward	Resistance Fighter	"The cost required to cast Rinoa is reduced by 1 for each [[i]]Category VIII[[/]] Character you control.[[br]]   When Rinoa enters the field, choose 1 [[i]]Category VIII[[/]] Character other than [[i]]Card Name Rinoa[[/]] in your Break Zone. Add it to your hand.[[br]]   [[i]]Damage 5 --[[/]] When Rinoa attacks, dull all the Characters opponent controls."
Levnato	Opus_XIII	3-033R_eg.jpg	3	ICE	8000	F	null	Forward	Member of the Orders	"When Levnato enters the field, you may reveal any number of Summons from your hand. When you reveal no Summons, put Levnato into the Break Zone. When you reveal 2 or more Summons, choose 1 dull Forward. Break it."
Remedi	Opus_XIII	3-034H_eg.jpg	3	ICE	7000	F	null	Forward	Queen	"When your opponent searches for 1 or more cards, your opponent discards 1 card from their hand.[[br]]   When your opponent discards a card from their hand due to your Summons or abilities, you may search for 1 [[i]]Card Name Cid Randell[[/]] and add it to your hand. This effect will trigger only once per turn."
Arc	Opus_XIII	3-035C_eg.jpg	2	WIND	0	I	null	Backup	Warrior of Light	"{WIND}{TAP}: Choose 1 [[i]]Job Standard Unit[[/]] Forward or [[i]]Job Warrior of Light[[/]] Forward you control. It gains ""This Forward cannot be chosen by your opponent's abilities."" until the end of the turn."
Eight	Opus_XIII	3-036R_eg.jpg	3	WIND	7000	D	TYPE-0	Forward	Class Zero Cadet	"The cost required to cast Eight is reduced by 1 for each [[i]]Job Class Zero Cadet[[/]] you control.[[br]]   When Eight enters the field, if you have cast 2 or more cards this turn, Eight gains Haste until the end of the turn."
Ochu	Opus_XIII	3-037C_eg.jpg	1	WIND	7000	V	null	Monster	Ochu	"When Ochu enters the field, choose up to 2 Backups. Activate them.[[br]]   [[i]]Damage 3 --[[/]] Ochu also becomes a Forward with 7000 power."
Cid Haze	Opus_XIII	3-038H_eg.jpg	4	WIND	8000	I	null	Forward	Engineer	"When Cid Haze enters the field or attacks, activate all the [[i]]Job Engineer[[/]] you control.[[br]]   {TAP}: Choose 1 Forward other than Cid Haze. It gains +1000 power for each [[i]]Job Engineer[[/]] you control until the end of the turn."
Cid Pollendina	Opus_XIII	3-039C_eg.jpg	3	WIND	0	P	IV	Backup	Engineer	"[[ex]]EX BURST[[/]] When Cid Pollendina enters the field, you may search for 1 [[i]]Job Engineer[[/]] Forward and add it to your hand."
Shara	Opus_XIII	3-040L_eg.jpg	2	WIND	4000	F	null	Forward	Archer	"[[ex]]EX BURST[[/]] When Shara enters the field, choose 1 [[i]]Card Name Ritz[[/]] in your Break Zone. Add it to your hand.[[br]]   When a [[i]]Category FFTA[[/]] Character other than Shara enters your field, place 1 Viera Counter on Shara.[[br]]   {TAP}, remove 1 Viera Counter from Shara: Choose 1 [[i]]Category FFTA[[/]] Character. It gains ""This Character cannot be chosen by your opponent's Summons or abilities."" until the end of the turn."
White Mage	Opus_XIII	3-041C_eg.jpg	3	WIND	7000	I	null	Forward	Standard Unit	"{0}: Choose 1 Forward. During this turn, the next damage dealt to it is reduced by 2000 instead. You can only use this ability once per turn."
White Mage	Opus_XIII	3-042C_eg.jpg	3	WIND	0	F	null	Backup	Standard Unit	"When White Mage enters the field, turn over one card at a time from the top of your deck until a Fire or Ice card is revealed. Add it to your hand. Then, shuffle the other cards revealed and return them to the bottom of your deck."
Stiltzkin	Opus_XIII	3-043C_eg.jpg	3	WIND	0	F	null	Backup	Moogle	"When Stiltzkin enters the field, you may search for 1 Forward of cost 1 or Monster of cost 1 and add it to your hand."
Selkie	Opus_XIII	3-044C_eg.jpg	4	WIND	7000	F	null	Forward	Standard Unit	"When Selkie enters the field, if the cost paid to cast Selkie included Fire CP, Selkie gains Haste until the end of the turn.[[br]]   When Selkie enters the field, if the cost paid to cast Selkie included Earth CP, until the end of the turn, all the Forwards you control gain +2000 power and Brave."
Dryad	Opus_XIII	3-045R_eg.jpg	1	WIND	0	F	null	Summon		"[[ex]]EX BURST[[/]] Choose 1 Character you control. It gains ""This Character cannot be chosen by your opponent's abilities."" until the end of the turn. If you have received 5 points of damage or more, draw 1 card, all the Characters you control gain ""This Character cannot be chosen by your opponent's abilities."" until the end of the turn instead."
Pavlov	Opus_XIII	3-046R_eg.jpg	2	WIND	0	F	null	Backup	Penguin	"When Pavlov enters the field, choose up to 2 [[i]]Category FFCC[[/]] Characters other than Pavlov. Activate them."
Barbariccia	Opus_XIII	3-047H_eg.jpg	2	WIND	5000	I	null	Forward	Archfiend	"When Barbariccia enters the field, deal 2000 damage to all the Forwards opponent controls for each [[i]]Job Archfiend[[/]] Forward you control. [[br]]   At the end of each of your turns, if you control 4 or more [[i]]Job Archfiend [[/]]Forwards, you may search for 1 [[i]]Card Name Golbez[[/]] and play it onto the field."
Balthier	Opus_XIII	3-048H_eg.jpg	4	WIND	7000	F	null	Forward	Sky Pirate	"When Balthier enters the field, choose 1 [[i]]Job Sky Pirate[[/]] Forward of cost 2 or less in your Break Zone. Play it onto the field.[[br]]   Dull 2 active [[i]]Job Sky Pirate[[/]]: Choose 1 [[i]]Job Sky Pirate[[/]] Forward. Until the end of the turn, it gains +2000 power and Haste."
Counterfeit Youth	Opus_XIII	3-049C_eg.jpg	2	WIND	5000	D	null	Forward	Manikin	"If you control 4 or more [[i]]Job Manikin[[/]], Counterfeit Youth gains +3000 power, Haste and ""Counterfeit Youth cannot be blocked by a Forward of cost 4 or more."""
Mid	Opus_XIII	3-050R_eg.jpg	4	WIND	7000	F	null	Forward	Member of the Orders	"Back Attack[[br]]   When Mid enters the field, choose 1 Forward other than Mid you control. Until the end of the turn, it gains +1000 power and ""This Forward cannot be chosen by your opponent's abilities."""
Mog (FFBE)	Opus_XIII	3-051R_eg.jpg	3	WIND	0	F	null	Backup	Moogle	"When Mog (FFBE) enters the field, you may search for 1 [[i]]Category FFBE[[/]] Forward and add it to your hand."
Abyss Worm	Opus_XIII	3-052C_eg.jpg	1	EARTH	7000	V	null	Monster	Worm	"When Abyss Worm enters the field, choose 1 Forward. Until the end of the turn, it gains +3000 power and Brave.[[br]]   [[i]]Damage 3 --[[/]] Abyss Worm also becomes a Forward with 7000 power."
Alexander	Opus_XIII	3-053R_eg.jpg	2	EARTH	0	F	null	Summon		"[[ex]]EX BURST[[/]] Choose 1 Forward you control and up to 1 Forward opponent controls. Until the end of the turn, the former gains +3000 power and ""This Forward cannot become dull by your opponent's Summons or abilities."" If you have received 5 points of damage or more, also deal the latter damage equal to the highest power Forward you control."
Lady of Antiquity	Opus_XIII	3-054C_eg.jpg	2	EARTH	0	D	null	Backup	Manikin	The cost required to cast your Lightning [[i]]Card Name Exdeath[[/]] Forward is reduced by 1 (it cannot become 0).[[br]]   The cost required to cast your [[i]]Job Manikin[[/]] can be paid with CP of any Element.
Ingus	Opus_XIII	3-055C_eg.jpg	2	EARTH	0	I	null	Backup	Warrior of Light	"{TAP}: Choose 1 [[i]]Job Standard Unit[[/]] Forward or [[i]]Job Warrior of Light[[/]] Forward you control. Until the end of the turn, it gains +1000 power and Brave. You can only use this ability during your Main Phase."
Vanille	Opus_XIII	3-056R_eg.jpg	2	EARTH	6000	X	null	Forward	Saint	"Vanille cannot attack or block.[[br]]   At the end of each of your turns, place 1 Soulsong Counter on Vanille.[[br]]   Remove 2 Soulsong Counters from Vanille: Choose 1 Forward in your Break Zone. Add it to your hand.[[br]]   Remove 4 Soulsong Counters from Vanille: Choose 1 Forward in your Break Zone. Play it onto the field."
Graff	Opus_XIII	3-057H_eg.jpg	3	EARTH	7000	M	null	Forward	Warrior	"At the beginning of the Attack Phase during each of your turns, all the Earth Forwards and [[i]]Category MOBIUS[[/]] Forwards you control gain +2000 power until the end of the turn.[[br]]   [[s]]Stitch in Time[[/]] {S}{EARTH}: All the Forwards you control gain +5000 power until the end of the turn. Draw 1 card."
Sherlotta	Opus_XIII	3-058C_eg.jpg	2	EARTH	0	F	null	Backup	Mysterious Woman	"If Sherlotta is on the field, Sherlotta can produce CP of any Element of the Forwards you control."
Scarmiglione	Opus_XIII	3-059H_eg.jpg	2	EARTH	3000	I	null	Forward	Archfiend	"Back Attack[[br]]   First Strike[[br]]   When Scarmiglione enters the field, choose 1 Forward. During this turn, if it is dealt damage, double the damage instead."
Cecil	Opus_XIII	3-060R_eg.jpg	3	EARTH	7000	I	null	Forward	Dark Knight	"When Cecil enters the field, you may receive 1 point of damage. When you do so, choose 1 Forward opponent controls. Cecil and the chosen Forward deal damage equal to their respective power to the other.[[br]]   [[i]]Damage 3 --[[/]] Cecil gains +1000 power and Brave."
Hugh Yurg	Opus_XIII	3-061C_eg.jpg	4	EARTH	8000	F	null	Forward	Warrior	"If you control a [[i]]Category FFCC[[/]] Character other than Hugh Yurg, Hugh Yurg gains Brave."
Bhunivelze	Opus_XIII	3-062H_eg.jpg	10	EARTH	10000	X	null	Forward	God	"The cost required to cast Bhunivelze is reduced by 2 for each Backup of a different Element you control, other than Multi-Element.[[br]]   [[i]]Damage 3 --[[/]] Bhunivelze gains Brave and ""Bhunivelze can attack twice in the same turn.""[[br]]   [[i]]Damage 6 --[[/]] When Bhunivelze attacks, choose 1 Character. Break it."
Monk	Opus_XIII	3-063C_eg.jpg	5	EARTH	8000	I	null	Forward	Standard Unit	The cost required to cast Monk is reduced by 1 for each [[i]]Job Monk[[/]] or [[i]]Card Name Monk[[/]] you control (it cannot become 0).
Yang	Opus_XIII	3-064R_eg.jpg	3	EARTH	7000	D	IV	Forward	Monk	"[[i]]Damage 1 --[[/]] When Yang enters the field, you may play 1 [[i]]Job Monk[[/]] or [[i]]Card Name Monk[[/]] from your hand onto the field.[[br]]   [[i]]Damage 3 --[[/]] Yang gains ""The [[i]]Job Monk[[/]] Forwards and [[i]]Card Name Monk[[/]] Forwards you control gain +1000 power and Brave."""
Rydia	Opus_XIII	3-065R_eg.jpg	6	EARTH	0	I	null	Backup	Summoner	"When Rydia enters the field, place 1 Summon Counter on Rydia.[[br]]   Remove 1 Summon Counter from Rydia: Cast 1 Summon other than Light or Dark from your hand without paying the cost.[[br]]   {TAP}: Choose 1 Summon. If it deals damage to a Forward this turn, the damage increases by 1000 instead."
Lilty	Opus_XIII	3-066C_eg.jpg	4	EARTH	7000	F	null	Forward	Standard Unit	"When Lilty enters the field, if the cost paid to cast Lilty included Ice CP, your opponent discards 1 card from their hand.[[br]]   When Lilty enters the field, choose 1 Forward of cost 2 or less. If the cost paid to cast Lilty included Lightning CP, break it."
Leo	Opus_XIII	3-067L_eg.jpg	1	EARTH	3000	F	null	Forward	King	"When Leo enters the field, place 1 Kingdom Counter on Leo for each [[i]]Category FFCC[[/]] Character you control.[[br]]   {1}{TAP}, remove X Kingdom Counters from Leo: Choose 1 Forward other than [[i]]Card Name Leo[[/]], Light or Dark in your Break Zone. If its cost is X, play it onto the field. You can only use this ability during your turn and only once per turn."
Alchemist	Opus_XIII	3-068C_eg.jpg	3	EARTH	0	F	null	Backup	Standard Unit	"When Alchemist enters the field, turn over one card at a time from the top of your deck until an Ice or Wind card is revealed. Add it to your hand. Then, shuffle the other cards revealed and return them to the bottom of your deck."
Red Mage	Opus_XIII	3-069C_eg.jpg	3	LIGHTNING	0	F	null	Backup	Standard Unit	"When Red Mage enters the field, turn over one card at a time from the top of your deck until a Wind or Earth card is revealed. Add it to your hand. Then, shuffle the other cards revealed and return them to the bottom of your deck."
Delusory Warlock	Opus_XIII	3-070C_eg.jpg	3	LIGHTNING	0	D	null	Backup	Manikin	"The cost required to cast your Lightning [[i]]Card Name Exdeath[[/]] Forward is reduced by 1 (it cannot become 0).[[br]]   When Delusory Warlock enters the field, you may search for 1 [[i]]Job Manikin[[/]] other than Lightning and add it to your hand."
Exdeath	Opus_XIII	3-071R_eg.jpg	6	LIGHTNING	8000	D	V	Forward	Wizard	"When Exdeath enters the field, you may play 1 [[i]]Job Manikin[[/]] of cost 4 or less from your hand onto the field.[[br]]   The [[i]]Job Manikin[[/]] Forwards you control gain +1000 power.[[br]]   For each [[i]]Job Manikin[[/]] you control, Exdeath gains +1000 power."
Odin	Opus_XIII	3-072R_eg.jpg	5	LIGHTNING	0	F	null	Summon		"If you have received 5 points of damage or more, the cost required to cast Odin is reduced by 3.[[ex]][[br]]   EX BURST[[/]] Choose 1 Forward of cost 5 or less. Break it."
Kain	Opus_XIII	3-073H_eg.jpg	2	LIGHTNING	9000	I	null	Forward	Dragoon	"Haste[[br]]   When Kain enters the field from your hand, place 1 Brainwashing Counter on Kain.[[br]]   When Kain is put from the field into the Break Zone, if a Brainwashing Counter is placed on Kain, play Kain from your Break Zone onto your opponent's field."
Clavat	Opus_XIII	3-074C_eg.jpg	4	LIGHTNING	7000	F	null	Forward	Standard Unit	"When Clavat enters the field, choose 1 Monster of cost 3 or less. If the cost paid to cast Clavat included Wind CP, break it.[[br]]   When Clavat enters the field, choose 1 Forward of cost 3 or less. If the cost paid to cast Clavat included Water CP, return it to its owner's hand.[[br]]"
Sakura	Opus_XIII	3-075R_eg.jpg	4	LIGHTNING	0	F	null	Backup	Sage	"You can only pay with Lightning CP to cast Sakura.[[br]]   When Sakura enters the field, choose 1 Forward of cost 4 or less opponent controls. Break it."
Jake	Opus_XIII	3-076R_eg.jpg	3	LIGHTNING	7000	F	null	Forward	Marksman	"When Jake enters the field, choose 1 active Forward opponent controls. Deal it 3000 damage for each CP of a different Element you paid to cast Jake."
Zemus	Opus_XIII	3-077C_eg.jpg	4	LIGHTNING	0	P	IV	Backup	Lunarian	"When Zemus enters the field, choose 1 Forward in your Break Zone. Add it to your hand.[[br]]   [[i]]Damage 3 --[[/]] When Zemus enters the field, choose 1 Backup in your Break Zone. Add it to your hand."
Propagator	Opus_XIII	3-078C_eg.jpg	1	LIGHTNING	7000	V	null	Monster	Propagator	"When Propagator enters the field, choose 1 Forward. It loses 2000 power until the end of the turn.[[br]]   [[i]]Damage 3 --[[/]] Propagator also becomes a Forward with 7000 power."
Behemoth K	Opus_XIII	3-079L_eg.jpg	5	LIGHTNING	9000	F	null	Forward	Sage of Hess	"When Behemoth K is chosen by a Forward's ability, break that Forward.[[br]]   When Behemoth K attacks, Behemoth K gains +3000 power until the end of the turn. Behemoth K deals your opponent 1 point of damage.[[br]]   [[i]]Damage 5 --[[/]] Behemoth K gains Haste and ""When Behemoth K is blocked, Behemoth K deals your opponent 1 point of damage."""
Marach	Opus_XIII	3-080C_eg.jpg	4	LIGHTNING	8000	P	FFT	Forward	Netherseer	"When Marach enters the field, your opponent selects 1 Forward they control. Deal 4000 damage to all the other Forwards opponent controls."
Lightning	Opus_XIII	3-081H_eg.jpg	7	LIGHTNING	9000	D	XIII	Forward	Savior	"When Lightning enters the field, choose up to 2 Forwards opponent controls or Forwards in your Break Zone. Remove them from the game.[[br]]   When Lightning leaves the field, return each card removed by Lightning's ability to its owner's hand."
Rapha	Opus_XIII	3-082C_eg.jpg	2	LIGHTNING	0	P	FFT	Backup	Skyseer	"If the [[i]]Card Name Marach[[/]] you control deals damage to a Forward, the damage increases by 1000 instead.[[br]]   [[i]]Damage 3 --[[/]] {TAP}, put Rapha into the Break Zone: Choose up to 3 Forwards opponent controls. Deal them 4000 damage."
Lid	Opus_XIII	3-083H_eg.jpg	3	LIGHTNING	7000	F	null	Forward	Engineer	"When Lid enters the field or is put from the field into the Break Zone, reveal the top 4 cards of your deck. Add 1 Multi-Element card among them to your hand and return the other cards to the bottom of your deck in any order.[[br]]   [[s]]Mechabo Custom Hammer[[/]] {S}{LIGHTNING}: Choose 1 Forward. Deal it 7000 damage. If you control a Multi-Element Forward, deal it 10000 damage instead."
Dragoon	Opus_XIII	3-084C_eg.jpg	5	LIGHTNING	8000	I	null	Forward	Standard Unit	"If you have cast a [[i]]Job Dragoon[[/]] or [[i]]Card Name Dragoon[[/]] this turn, the cost required to cast Dragoon is reduced by 3.[[br]]   Haste"
Lumina	Opus_XIII	3-085R_eg.jpg	3	LIGHTNING	0	X	null	Backup	Mysterious Woman	"When Lumina enters the field, you may search for 1 [[i]]Category XIII[[/]] Forward and add it to your hand."
Agrias	Opus_XIII	3-086R_eg.jpg	5	WATER	9000	D	FFT	Forward	Knight	"[[ex]]EX BURST[[/]] When Agrias enters the field, if you control a [[i]]Job Princess[[/]], draw 1 card.[[br]]   When Agrias enters the field, choose 1 Forward opponent controls. If you control a [[i]]Card Name Ovelia[[/]], it loses 7000 power until the end of the turn.[[br]]   [[i]]Damage 5 --[[/]] When Agrias enters the field, you may search for 1 [[i]]Category FFT[[/]] Forward and add it to your hand."
Delusory Knight	Opus_XIII	3-087C_eg.jpg	4	WATER	8000	D	null	Forward	Manikin	"When Delusory Knight enters the field, you may search for 1 [[i]]Job Manikin[[/]] other than Water, and add it to your hand."
Elle	Opus_XIII	3-088H_eg.jpg	3	WATER	7000	F	null	Forward	Warrior	"When Elle attacks, draw 2 cards, then discard 2 cards from your hand. If 1 or more discarded cards were [[i]]Category FFBE,[[/]] until the end of the turn, Elle gains ""Elle cannot be blocked."" and ""When Elle deals damage to your opponent, draw 1 card.""[[br]]   [[i]]Damage 3 -- [[/]]Elle gains +2000 power."
Oilboyle	Opus_XIII	3-089C_eg.jpg	1	WATER	7000	V	null	Monster	Oilboyle	"When Oilboyle enters the field, draw 1 card, then discard 1 card from your hand.[[br]]   [[i]]Damage 3 --[[/]] Oilboyle also becomes a Forward with 7000 power."
Ovelia	Opus_XIII	3-090L_eg.jpg	3	WATER	0	F	null	Backup	Princess	"When a [[i]]Category FFT[[/]] Forward you control is put from the field into the Break Zone, draw 1 card. This effect will trigger only once per turn.[[br]]   [[s]]Aegis[[/]] {S}{TAP}: Choose 1 Forward you control. Until the end of the turn, it gains Haste and ""When this Forward is put from the field into the Break Zone, play this Forward from the Break Zone onto the field dull."""
Cagnazzo	Opus_XIII	3-091H_eg.jpg	2	WATER	4000	I	null	Forward	Archfiend	"When a Forward other than Cagnazzo enters your field, place 1 Water Counter on Cagnazzo.[[br]]   Remove 3 Water Counters from Cagnazzo: Choose 1 Forward. It loses 8000 power until the end of the turn.[[br]]   Remove 7 Water Counters from Cagnazzo: All the Forwards opponent controls lose 10000 power until the end of the turn."
Sage	Opus_XIII	3-092C_eg.jpg	3	WATER	0	F	null	Backup	Standard Unit	"When Sage enters the field, turn over one card at a time from the top of your deck until an Earth or Lightning card is revealed. Add it to your hand. Then, shuffle the other cards revealed and return them to the bottom of your deck."
Sara	Opus_XIII	3-093H_eg.jpg	4	WATER	0	I	null	Backup	Princess	"When Sara enters the field, you may search for 1 [[i]]Job King[[/]], [[i]]Job Prince[[/]] or [[i]]Job Princess[[/]] and add it to your hand."
Simon	Opus_XIII	3-094C_eg.jpg	2	WATER	0	F	null	Backup	Bishop	"{TAP}, put Simon into the Break Zone: Choose 1 [[i]]Category FFT[[/]] card in your Break Zone. Add it to your hand."
Tonogiri	Opus_XIII	3-095C_eg.jpg	4	WATER	8000	T	null	Forward	Warrior	"When Tonogiri forms a party and attacks, choose 1 Forward. Return it to its owner's hand."
Nichol	Opus_XIII	3-096R_eg.jpg	2	WATER	5000	F	null	Forward	Tactician	"The Multi-Element Forwards you control gain +1000 power.[[br]]   When a Multi-Element Forward enters your field, draw 1 card. This effect will trigger only once per turn."
Viking	Opus_XIII	3-097C_eg.jpg	2	WATER	4000	I	null	Forward	Standard Unit	"When Viking enters the field, reveal the top 5 cards of your deck. Play 1 [[i]]Card Name Viking[[/]] of cost 3 or less among them onto the field and return the other cards to the bottom of your deck in any order."
Fina	Opus_XIII	3-098R_eg.jpg	2	WATER	0	F	null	Backup	Blue Mage	"When Fina enters the field, choose 1 Forward opponent controls. If you control a [[i]]Category FFBE[[/]] Forward, return it to its owner's hand."
Yuke	Opus_XIII	3-099C_eg.jpg	4	WATER	7000	F	null	Forward	Standard Unit	"When Yuke enters the field, choose 1 Forward. If the cost paid to cast Yuke included Fire CP, deal it 4000 damage.[[br]]   When Yuke enters the field, choose 1 Character in your Break Zone. If the cost paid to cast Yuke included Earth CP, add it to your hand."
Leviathan	Opus_XIII	3-100R_eg.jpg	2	WATER	0	F	null	Summon		"[[ex]]EX BURST[[/]] Choose 1 Forward. During this turn, the next damage dealt to it is reduced by 5000 instead. Draw 1 card. If you have received 5 points of damage or more, all the Forwards you control also gain ""This Forward cannot be chosen by your opponent's Summons or abilities."" until the end of the turn."
Luka	Opus_XIII	3-101R_eg.jpg	3	WATER	0	F	null	Backup	Seeress	The [[i]]Category FFBE[[/]] Forwards you control gain +1000 power.
Refia	Opus_XIII	3-102C_eg.jpg	2	WATER	0	I	null	Backup	Warrior of Light	{1}{TAP}: Choose 1 [[i]]Job Standard Unit[[/]] Forward or [[i]]Job Warrior of Light[[/]] Forward you control. Activate it.
Materia	Opus_XIII	3-103L_eg.jpg	1	LIGHT	2000	D	null	Forward	Goddess	"You can play 2 or more Light Characters onto the field.[[br]]   When Materia enters the field, you may pay {X}. When you do so, search for 1 Light Forward of cost X and play it onto the field.[[br]]   When a Light Forward other than Materia you control is put from the field into the Break Zone, draw 1 card. This effect will trigger only once per turn."
Spiritus	Opus_XIII	3-104L_eg.jpg	1	DARK	2000	D	null	Forward	God	"You can play 2 or more Dark Characters onto the field.[[br]]   When Spiritus enters the field, you may pay {X}. When you do so, search for 1 Dark Forward of cost X and play it onto the field.[[br]]   When a Dark Forward other than Spiritus you control is put from the field into the Break Zone, choose up to 1 Forward. Remove it from the game. This effect will trigger only once per turn."
Lasswell	Opus_XIII	3-105R_eg.jpg	5	"FIRE,ICE"	8000	F	null	Forward	King	"When Lasswell enters the field, your opponent discards 1 card from their hand.[[br]]   When a Fire or Ice Forward you control attacks, choose 1 Forward opponent controls. Deal it 3000 damage."
Onion Knight	Opus_XIII	3-106H_eg.jpg	4	"FIRE,WIND"	9000	D	III	Forward	Onion Knight	"When Onion Knight is put from the field into the Break Zone, you may play 1 [[i]]Card Name Onion Knight[[/]] from your hand onto the field.[[br]]   {FIRE}{WIND}, remove 3 [[i]]Card Name Onion Knight[[/]] in the Break Zone from the game: Choose up to 3 Forwards. Deal them 9000 damage."
Cater	Opus_XIII	3-107C_eg.jpg	2	"FIRE,WIND"	6000	D	TYPE-0	Forward	Class Zero Cadet	"When Cater enters the field, select 1 of the 2 following actions.[[br]]   ""Choose up to 3 Backups. Activate them.""[[br]]   ""Choose 1 Forward. Deal it 1000 damage for each Backup you control."""
Llednar	Opus_XIII	3-108L_eg.jpg	3	"FIRE,WIND"	8000	F	null	Forward	Biskmatar	"When Llednar enters the field due to your cast, place 1 Fortune Counter on Llednar.[[br]]   If a Fortune Counter is placed on Llednar, Llednar cannot be broken.[[br]]   Discard 2 cards: Remove all Fortune Counters from Llednar. Each player can use this ability."
Hope	Opus_XIII	3-109R_eg.jpg	3	"ICE,WIND"	8000	X	null	Forward	Observer	"When an active Character opponent controls becomes dull due to your Summons or abilities, Freeze it.[[br]]   When a dull Character you control becomes active due to your Summons or abilities, choose up to 2 Characters you control. Activate them. This effect will trigger only once per turn."
Unei	Opus_XIII	3-110H_eg.jpg	5	"ICE,EARTH"	8000	I	null	Forward	Magus	"When Unei enters the field, choose 2 Summons, each with a different cost in your Break Zone. Your opponent selects 1 Summon among them. You may cast the other Summon without paying the cost. If you cast it, remove that Summon from the game after use instead of putting it in the Break Zone.[[br]]   [[s]]Holy[[/]] {S}{ICE}{EARTH}: Choose 1 dull Forward. Deal it 20000 damage. Search for 1 Summon and add it to your hand."
Delita	Opus_XIII	3-111C_eg.jpg	2	"ICE,EARTH"	5000	P	FFT	Forward	Knight	"When Delita enters the field, select 1 of the 2 following actions.[[br]]   ""Select 1 Character you control. Break it.""[[br]]   ""Choose 1 Character of cost 2 or less in your Break Zone. Add it to your hand."""
White Tiger l'Cie Nimbus	Opus_XIII	3-112L_eg.jpg	3	"ICE,EARTH"	9000	T	null	Forward	L'Cie	"You can only pay with CP produced by Backups to cast White Tiger l'Cie Nimbus.[[br]]   Brave[[br]]   When White Tiger l'Cie Nimbus enters the field or attacks, choose 1 Character opponent controls. Dull it and Freeze it."
